project_name,district,region,beds,baths,price,psf,sqft,mmr,score_1000,scored_at,tenure,built_year,floor_level,facing,mrt_info,total_units,first_seen,last_seen,times_seen,last_price_change,price_trend,lowest_price,drop_from_peak_pct,status,url
Seaside Residences,D15,East Coast (D15-16),2,1,1750000,2581.12,678.0,1497.6,439,2026-06-07,99-year Leasehold,2021,,,5 min (410 m) from TE28 Siglap MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-seaside-residences-25070374
Aquarius By The Park,D16,East Coast (D15-16),3,3,1750000,1426.24,1227.0,1508.4,528,2026-06-07,99-year Leasehold,2000,,,10 min (820 m) from DT30 Bedok Reservoir MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-aquarius-by-the-park-500152307
The Bayshore,D16,East Coast (D15-16),3,3,1750000,1478.04,1184.0,1489.9,377,2026-06-07,99-year Leasehold,1996,,,3 min (270 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-bayshore-500071910
Bayshore Park,D16,East Coast (D15-16),3,2,1750000,1491.9,1173.0,1431.0,78,2026-06-07,99-year Leasehold,1986,,,5 min (400 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bayshore-park-500092432
Bayshore Park,D16,East Coast (D15-16),3,2,1750000,1354.49,1292.0,1447.1,127,2026-06-07,99-year Leasehold,1986,,,5 min (400 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bayshore-park-500163531
Sceneca Residence,D16,East Coast (D15-16),2,2,1750000,2324.04,753.0,1509.8,540,2026-06-07,99-year Leasehold,2026,,,1 min (50 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sceneca-residence-500125617
LESS THAN 3MINS WALK TO MRT! HIGHFLOOR RENOVATED UNIT FOR SALE!,D16,East Coast (D15-16),3,3,1750000,1413.57,1238.0,1511.6,555,2026-06-07,99-year Leasehold,,,,4 min (310 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-less-than-3mins-walk-to-mrt-highfloor-renovated-unit-for-sale-500153627
The Tanamera,D16,East Coast (D15-16),3,3,1750000,1321.75,1324.0,1497.1,434,2026-06-07,99-year Leasehold,1994,,,5 min (390 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tanamera-25485615
Bayshore Park,D16,East Coast (D15-16),3,2,1750000,1491.9,1173.0,1431.0,78,2026-06-07,99-year Leasehold,1986,,,5 min (400 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bayshore-park-60122099
Sky Eden @ Bedok,D16,East Coast (D15-16),2,2,1750000,2539.91,689.0,1493.1,402,2026-06-07,99-year Leasehold,2025,,,5 min (390 m) from EW5 Bedok MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sky-eden-bedok-25474002
Aquarius By The Park,D16,East Coast (D15-16),3,2,1750000,1426.24,1227.0,1508.4,528,2026-06-07,99-year Leasehold,2000,,,10 min (820 m) from DT30 Bedok Reservoir MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-aquarius-by-the-park-500123589
Casafina,D16,East Coast (D15-16),3,3,1750000,1269.96,1378.0,1515.3,585,2026-06-07,99-year Leasehold,2000,,,12 min (990 m) from TE28 Siglap MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-casafina-25403528
Sky Eden @ Bedok,D16,East Coast (D15-16),2,1,1750000,2663.62,657.0,1485.9,346,2026-06-07,99-year Leasehold,2025,,,5 min (390 m) from EW5 Bedok MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sky-eden-bedok-60155001
The Eden @ Tampines,D18,Changi / Pasir Ris (D17-18),3,3,1750000,1178.45,1485.0,1504.1,492,2026-06-07,99-year Leasehold,2003,,,8 min (680 m) from DT33 Tampines East MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-eden-tampines-500115549
The Tapestry,D18,Changi / Pasir Ris (D17-18),3,2,1750000,1767.68,990.0,1507.3,519,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-500123838
The Tapestry,D18,Changi / Pasir Ris (D17-18),3,2,1750000,1767.68,990.0,1507.3,519,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-25185238
The Tapestry,D18,Changi / Pasir Ris (D17-18),3,2,1750000,1767.68,990.0,1507.3,519,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-500121720
Parc Centros,D19,Serangoon / Thomson (D19-20),3,2,1750000,1767.68,990.0,1542.9,780,2026-06-07,99-year Leasehold,2016,,,4 min (300 m) from NE17 Punggol MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-parc-centros-500153632
Affinity At Serangoon,D19,Serangoon / Thomson (D19-20),3,2,1750000,2058.82,850.0,1496.7,431,2026-06-07,99-year Leasehold,2024,,,11 min (900 m) from CR9 Serangoon North MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-affinity-at-serangoon-25561708
Riversails,D19,Serangoon / Thomson (D19-20),3,2,1750000,1578.0,1109.0,1531.1,705,2026-06-07,99-year Leasehold,2016,,,9 min (710 m) from SE4 Kangkar LRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-riversails-25562572
Avenue South Residence,D03,City & South West (D01-08),2,2,1750000,2390.71,732.0,1503.7,489,2026-06-07,99-year Leasehold,2023,,,15 min (1.2 km) from CC31 Cantonment MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-60224433
76 Guan Chuan Street,D03,City & South West (D01-08),2,2,1750000,1290.56,1356.0,1482.0,317,2026-06-07,99-year Leasehold,1967,,,8 min (690 m) from TE16 Havelock MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-76-guan-chuan-street-500020773
Hundred Trees,D05,City & South West (D01-08),3,2,1750000,1912.57,915.0,1496.2,427,2026-06-07,999-year Leasehold,2013,,,14 min (1.17 km) from EW23 Clementi MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-hundred-trees-500049412
Seahill,D05,City & South West (D01-08),2,2,1750000,1609.94,1087.0,1510.4,545,2026-06-07,99-year Leasehold,2017,,,,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-seahill-500080682
Hundred Trees,D05,City & South West (D01-08),3,2,1750000,1912.57,915.0,1496.2,427,2026-06-07,999-year Leasehold,2013,,,14 min (1.17 km) from EW23 Clementi MRT Station,,2026-06-07,2026-06-07,1,,new,1750000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-hundred-trees-24562807
Bayshore Park,D16,East Coast (D15-16),3,2,1749999,1491.9,1173.0,1431.0,78,2026-06-07,99-year Leasehold,1986,,,5 min (400 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1749999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bayshore-park-500096193
Prive,D19,Serangoon / Thomson (D19-20),3,2,1749999,1658.77,1055.0,1513.2,568,2026-06-07,99-year Leasehold,2014,,,6 min (530 m) from PE1 Cove LRT Station,,2026-06-07,2026-06-07,1,,new,1749999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-prive-500115772
Normanton Park,D05,City & South West (D01-08),3,2,1748888,2057.52,850.0,1476.2,277,2026-06-07,99-year Leasehold,2023,,,,,2026-06-07,2026-06-07,1,,new,1748888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-normanton-park-60202945
Tiong Bahru Estate,D03,City & South West (D01-08),3,2,1748000,1289.09,1356.0,1481.5,314,2026-06-07,99-year Leasehold,1967,,,5 min (420 m) from TE16 Havelock MRT Station,,2026-06-07,2026-06-07,1,,new,1748000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tiong-bahru-estate-500020779
NV Residences,D18,Changi / Pasir Ris (D17-18),3,3,1740000,1600.74,1087.0,1505.3,502,2026-06-07,99-year Leasehold,2013,,,8 min (670 m) from CP1 Pasir Ris MRT Station,,2026-06-07,2026-06-07,1,,new,1740000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-nv-residences-500091292
Austville Residences,D19,Serangoon / Thomson (D19-20),3,3,1740000,1179.66,1475.0,1531.5,707,2026-06-07,99-year Leasehold,2014,,,9 min (750 m) from SE4 Kangkar LRT Station,,2026-06-07,2026-06-07,1,,new,1740000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-austville-residences-500162211
Austville Residences,D19,Serangoon / Thomson (D19-20),3,3,1740000,1179.66,1475.0,1531.5,707,2026-06-07,99-year Leasehold,2014,,,9 min (750 m) from SE4 Kangkar LRT Station,,2026-06-07,2026-06-07,1,,new,1740000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-austville-residences-500162268
ClementiWoods Condominium,D05,City & South West (D01-08),2,2,1740000,1405.49,1238.0,1534.8,730,2026-06-07,99-year Leasehold,2010,,,,,2026-06-07,2026-06-07,1,,new,1740000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-clementiwoods-condominium-60173336
Aquarius By The Park,D16,East Coast (D15-16),3,3,1738000,1416.46,1227.0,1509.4,537,2026-06-07,99-year Leasehold,2000,,,10 min (820 m) from DT30 Bedok Reservoir MRT Station,,2026-06-07,2026-06-07,1,,new,1738000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-aquarius-by-the-park-500060734
Avenue South Residence,D03,City & South West (D01-08),2,1,1738000,2153.66,807.0,1510.1,542,2026-06-07,99-year Leasehold,2023,,,14 min (1.17 km) from CC31 Cantonment MRT Station,,2026-06-07,2026-06-07,1,,new,1738000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-24650193
Normanton Park,D05,City & South West (D01-08),3,2,1738000,2096.5,829.0,1470.1,238,2026-06-07,99-year Leasehold,2023,,,,,2026-06-07,2026-06-07,1,,new,1738000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-normanton-park-500056241
Bloomsbury Residences,D05,City & South West (D01-08),2,2,1731000,2553.1,678.0,1511.8,556,2026-06-07,99-year Leasehold,2029,,,19 min (1.6 km) from EW20 Commonwealth MRT Station,,2026-06-07,2026-06-07,1,,new,1731000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bloomsbury-residences-60059920
Sea Pavilion Residences,D16,East Coast (D15-16),3,2,1730000,1983.94,872.0,1516.8,597,2026-06-07,Freehold,2023,,,8 min (630 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1730000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sea-pavilion-residences-60086630
Casafina,D16,East Coast (D15-16),3,3,1730000,1397.42,1238.0,1506.0,508,2026-06-07,99-year Leasehold,2000,,,12 min (990 m) from TE28 Siglap MRT Station,,2026-06-07,2026-06-07,1,,new,1730000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-casafina-60237561
Sea Pavilion Residences,D16,East Coast (D15-16),3,2,1730000,1983.94,872.0,1516.8,597,2026-06-07,Freehold,2023,,,8 min (630 m) from TE29 Bayshore MRT Station,,2026-06-07,2026-06-07,1,,new,1730000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sea-pavilion-residences-500024843
Central View,D19,Serangoon / Thomson (D19-20),3,3,1730000,1434.49,1206.0,1515.5,587,2026-06-07,99-year Leasehold,2002,,,9 min (740 m) from NE12 Serangoon MRT Station,,2026-06-07,2026-06-07,1,,new,1730000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-central-view-60140822
Central View,D19,Serangoon / Thomson (D19-20),3,3,1730000,1434.49,1206.0,1515.5,587,2026-06-07,99-year Leasehold,2002,,,9 min (740 m) from NE12 Serangoon MRT Station,,2026-06-07,2026-06-07,1,,new,1730000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-central-view-500072234
The Champagne,D14,Balestier / Geylang (D12-14),3,2,1728888,1708.39,1012.0,1485.6,344,2026-06-07,Freehold,2004,,,6 min (520 m) from EW6 Kembangan MRT Station,,2026-06-07,2026-06-07,1,,new,1728888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-champagne-500107937
Astoria Park,D14,Balestier / Geylang (D12-14),3,3,1728888,1316.75,1313.0,1532.3,713,2026-06-07,99-year Leasehold,1995,,,2 min (130 m) from EW6 Kembangan MRT Station,,2026-06-07,2026-06-07,1,,new,1728888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-astoria-park-500081739
Parc Esta,D14,Balestier / Geylang (D12-14),2,1,1728000,2294.82,753.0,1515.9,590,2026-06-07,99-year Leasehold,2022,,,6 min (540 m) from EW7 Eunos MRT Station,,2026-06-07,2026-06-07,1,,new,1728000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-parc-esta-500058924
The Tapestry,D18,Changi / Pasir Ris (D17-18),3,2,1728000,1745.45,990.0,1507.8,523,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1728000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-60039653
Queens Peak,D03,City & South West (D01-08),2,2,1728000,2229.68,775.0,1513.5,570,2026-06-07,99-year Leasehold,2020,,,1 min (90 m) from EW19 Queenstown MRT Station,,2026-06-07,2026-06-07,1,,new,1728000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-queens-peak-500093593
Clavon,D05,City & South West (D01-08),2,2,1725000,2257.85,764.0,1517.6,604,2026-06-07,99-year Leasehold,2024,,,12 min (1000 m) from CR17 Clementi MRT Station,,2026-06-07,2026-06-07,1,,new,1725000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-clavon-60220927
Aquarius By The Park,D16,East Coast (D15-16),3,2,1720000,1401.79,1227.0,1511.0,550,2026-06-07,99-year Leasehold,2000,,,10 min (820 m) from DT30 Bedok Reservoir MRT Station,,2026-06-07,2026-06-07,1,,new,1720000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-aquarius-by-the-park-500111371
Treasure at Tampines,D18,Changi / Pasir Ris (D17-18),3,2,1720000,1879.78,915.0,1500.9,466,2026-06-07,99-year Leasehold,2023,,,13 min (1.12 km) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,1720000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-treasure-at-tampines-500092229
The Terrace,D19,Serangoon / Thomson (D19-20),3,2,1720000,1598.51,1076.0,1526.6,673,2026-06-07,99-year Leasehold,2018,,,2 min (200 m) from PE5 Kadaloor LRT Station,,2026-06-07,2026-06-07,1,,new,1720000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-terrace-500158038
The Florida,D19,Serangoon / Thomson (D19-20),3,3,1720000,1321.04,1302.0,1491.5,390,2026-06-07,99-year Leasehold,2000,,,15 min (1.22 km) from NE14 Hougang MRT Station,,2026-06-07,2026-06-07,1,,new,1720000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-florida-500157409
Avenue South Residence,D03,City & South West (D01-08),2,2,1720000,2349.73,732.0,1505.0,500,2026-06-07,99-year Leasehold,2023,,,14 min (1.18 km) from CC31 Cantonment MRT Station,,2026-06-07,2026-06-07,1,,new,1720000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-60167631
Normanton Park,D05,City & South West (D01-08),3,2,1720000,2023.53,850.0,1478.8,295,2026-06-07,99-year Leasehold,2023,,,,,2026-06-07,2026-06-07,1,,new,1720000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-normanton-park-500125507
Bloomsbury Residences,D05,City & South West (D01-08),2,2,1720000,2536.87,678.0,1512.7,564,2026-06-07,99-year Leasehold,2029,,,19 min (1.6 km) from EW20 Commonwealth MRT Station,,2026-06-07,2026-06-07,1,,new,1720000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bloomsbury-residences-60225017
Clavon,D05,City & South West (D01-08),2,2,1720000,2251.31,764.0,1522.7,644,2026-06-07,99-year Leasehold,2024,,,8 min (670 m) from CR17 Clementi MRT Station,,2026-06-07,2026-06-07,1,,new,1720000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-clavon-500123456
Normanton Park,D05,City & South West (D01-08),2,2,1719000,2022.35,850.0,1486.0,347,2026-06-07,99-year Leasehold,2023,,,,,2026-06-07,2026-06-07,1,,new,1719000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-normanton-park-500125479
Casa Sarina,D14,Balestier / Geylang (D12-14),2,2,1718000,1733.6,991.0,1494.5,413,2026-06-07,Freehold,1998,,,6 min (510 m) from EW7 Eunos MRT Station,,2026-06-07,2026-06-07,1,,new,1718000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-casa-sarina-25127649
1km to Poi Ching & St Hilda's Pri Sch. High Rental Yield!,D18,Changi / Pasir Ris (D17-18),3,2,1718000,1735.35,990.0,1508.0,525,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1718000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-1km-to-poi-ching-st-hilda-s-pri-sch-high-rental-yield-500097543
Kent Ridge Hill Residences,D05,City & South West (D01-08),2,2,1717000,2020.0,850.0,1513.0,566,2026-06-07,99-year Leasehold,2024,,,9 min (730 m) from CC26 Pasir Panjang MRT Station,,2026-06-07,2026-06-07,1,,new,1717000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kent-ridge-hill-residences-500101790
Hudson Place Residences,D03,City & South West (D01-08),2,2,1713000,2486.21,689.0,1515.8,589,2026-06-07,99-year Leasehold,2029,,,,,2026-06-07,2026-06-07,1,,new,1713000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-hudson-place-residences-500149181
The Terrace,D19,Serangoon / Thomson (D19-20),3,3,1710000,1589.22,1076.0,1527.2,677,2026-06-07,99-year Leasehold,2018,,,2 min (200 m) from PE5 Kadaloor LRT Station,,2026-06-07,2026-06-07,1,,new,1710000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-terrace-500051022
Echelon,D03,City & South West (D01-08),2,2,1708888,2334.55,732.0,1513.1,567,2026-06-07,99-year Leasehold,2016,,,1 min (30 m) from EW18 Redhill MRT Station,,2026-06-07,2026-06-07,1,,new,1708888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-echelon-500146198
The Midas,D14,Balestier / Geylang (D12-14),3,3,1700000,1089.05,1561.0,1559.4,860,2026-06-07,Freehold,2007,,,9 min (760 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,1700000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-midas-500088274
LIV @ MB,D15,East Coast (D15-16),2,1,1700000,2507.37,678.0,1526.8,674,2026-06-07,99-year Leasehold,2024,,,4 min (350 m) from TE24 Katong Park MRT Station,,2026-06-07,2026-06-07,1,,new,1700000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-liv-mb-25608835
Haig Residences,D15,East Coast (D15-16),3,2,1700000,1949.54,872.0,1499.6,455,2026-06-07,Freehold,2011,,,13 min (1.1 km) from TE26 Marine Parade MRT Station,,2026-06-07,2026-06-07,1,,new,1700000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-haig-residences-500084279
East View 18,D15,East Coast (D15-16),3,2,1700000,1449.28,1173.0,1508.6,530,2026-06-07,Freehold,2002,,,13 min (1.06 km) from EW7 Eunos MRT Station,,2026-06-07,2026-06-07,1,,new,1700000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-east-view-18-500128610
Tembusu Grand,D15,East Coast (D15-16),2,2,1700000,2548.73,667.0,1508.4,528,2026-06-07,99-year Leasehold,2026,,,8 min (670 m) from TE25 Tanjong Katong MRT Station,,2026-06-07,2026-06-07,1,,new,1700000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-tembusu-grand-500143167
Bedok Residences,D16,East Coast (D15-16),2,2,1700000,1611.37,1055.0,1528.8,689,2026-06-07,99-year Leasehold,2015,,,7 min (590 m) from EW5 Bedok MRT Station,,2026-06-07,2026-06-07,1,,new,1700000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-bedok-residences-60182625
Coco Palms,D18,Changi / Pasir Ris (D17-18),3,2,1700000,1880.53,904.0,1507.1,517,2026-06-07,99-year Leasehold,2019,,,6 min (480 m) from CP1 Pasir Ris MRT Station,,2026-06-07,2026-06-07,1,,new,1700000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-coco-palms-500145272
NV Residences,D18,Changi / Pasir Ris (D17-18),3,2,1700000,1563.94,1087.0,1506.5,512,2026-06-07,99-year Leasehold,2013,,,8 min (670 m) from CP1 Pasir Ris MRT Station,,2026-06-07,2026-06-07,1,,new,1700000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-nv-residences-500096251
